ICD Node URI,ICD Parent URI,Mesh ID,MeSH Tree Number,ICD Title,MeSH Common name,MeSH Disease Class,ICD Disease Class,MeSH Synonyms
http://id.who.int/icd/entity/2088637078,http://id.who.int/icd/entity/988657115,,,Brain congestion,,,Diseases of the nervous system,
http://id.who.int/icd/entity/965769057,http://id.who.int/icd/entity/988657115,,,Brain hypertrophy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/372602207,http://id.who.int/icd/entity/988657115,,,Brain induration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1965797563,http://id.who.int/icd/entity/689481271,,,Multicystic encephalomalacia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1590018465,http://id.who.int/icd/entity/988657115,,,Thalamic syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1977439649,http://id.who.int/icd/entity/988657115,,,Brain stenosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/803705092,http://id.who.int/icd/entity/988657115,,,Ependymopathy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2057856845,http://id.who.int/icd/entity/988657115,,,Gliosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1070133286,http://id.who.int/icd/entity/988657115,,,Tegmentum syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1531351827,http://id.who.int/icd/entity/988657115,,,Respiratory centre depression,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2069502399,http://id.who.int/icd/entity/988657115,,,Medullary depression,,,Diseases of the nervous system,
http://id.who.int/icd/entity/269890856,http://id.who.int/icd/entity/988657115,,,Cerebral dysfunction,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1373795985,http://id.who.int/icd/entity/988657115,,,Choroid plexus calcification,,,Diseases of the nervous system,
http://id.who.int/icd/entity/624473012,http://id.who.int/icd/entity/988657115,,,Spongy glioneuronal dystrophy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/166622106,http://id.who.int/icd/entity/988657115,,,Cystic degeneration of brain,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2013305157,http://id.who.int/icd/entity/988657115,,,Cerebellar cortical degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/217259658,http://id.who.int/icd/entity/988657115,,,"Poliodystrophy, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1406449467,http://id.who.int/icd/entity/988657115,,,Fatty spinal cord degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2059308686,http://id.who.int/icd/entity/988657115,,,Brain cirrhosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/996380633,http://id.who.int/icd/entity/988657115,,,Brain atrophy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1252272108,http://id.who.int/icd/entity/996380633,,,Cortical brain atrophy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1597086636,http://id.who.int/icd/entity/988657115,,,Brain degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/440010443,http://id.who.int/icd/entity/1597086636,,,Childhood brain degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/564806557,http://id.who.int/icd/entity/1597086636,,,Cerebellum degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1275074159,http://id.who.int/icd/entity/564806557,,,Parenchymatous cortical cerebellum degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1761931088,http://id.who.int/icd/entity/988657115,,,Cerebellum hemiatrophy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/575949163,http://id.who.int/icd/entity/988657115,,,"Nervous system degeneration, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/112329628,http://id.who.int/icd/entity/575949163,,,Fatty nervous system degeneration,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1585949804,http://id.who.int/icd/entity/1296093776,,,Non-viral and unspecified infections of the central nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/62637936,http://id.who.int/icd/entity/1585949804,,,Infectious encephalitis not elsewhere classified,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1656157931,http://id.who.int/icd/entity/62637936,,,Bacterial encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/374802025,http://id.who.int/icd/entity/1656157931,,,Meningococcal encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1226870901,http://id.who.int/icd/entity/1656157931,,,Encephalitis due to Listeria monocytogenes,,,Diseases of the nervous system,
http://id.who.int/icd/entity/815852228,http://id.who.int/icd/entity/1656157931,,,Encephalitis due to Leptospira species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/755458125,http://id.who.int/icd/entity/1656157931,,,Encephalitis due to Nocardia species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/521057354,http://id.who.int/icd/entity/1656157931,,,Encephalitis due to Borrelia species,,,Diseases of the nervous system,
http://id.who.int/icd/entity/860133018,http://id.who.int/icd/entity/1656157931,,,Encephalitis due to Treponema pallidum,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2065723267,http://id.who.int/icd/entity/860133018,,,Late congenital syphilitic encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/569391178,http://id.who.int/icd/entity/860133018,,,Late syphilitic encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/539334538,http://id.who.int/icd/entity/1656157931,,,Tuberculous meningoencephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/991824556,http://id.who.int/icd/entity/1656157931,,,Burkholderia encephalomyelitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/893477918,http://id.who.int/icd/entity/1656157931,,,Tuberculous encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/956664712,http://id.who.int/icd/entity/62637936,,,Viral encephalitis not elsewhere classified,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1550359665,http://id.who.int/icd/entity/956664712,,,Encephalitis due to Alphavirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1540941123,http://id.who.int/icd/entity/1550359665,,,Encephalitis due to Me Tri virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1543765035,http://id.who.int/icd/entity/1550359665,,,Western equine encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/682536148,http://id.who.int/icd/entity/1550359665,,,Eastern equine encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/608978790,http://id.who.int/icd/entity/1550359665,,,Venezuelan equine encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/414337773,http://id.who.int/icd/entity/956664712,,,Encephalitis due to Arenavirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/702918792,http://id.who.int/icd/entity/414337773,,,Encephalitis due to Junin virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/468477071,http://id.who.int/icd/entity/414337773,,,Encephalitis due to Machupo virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1808740829,http://id.who.int/icd/entity/414337773,,,Encephalitis due to Lassa virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/257166193,http://id.who.int/icd/entity/414337773,,,Argentinian haemorrhagic fever,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1780467429,http://id.who.int/icd/entity/414337773,,,Bolivian haemorrhagic fever,,,Diseases of the nervous system,
http://id.who.int/icd/entity/515020316,http://id.who.int/icd/entity/414337773,,,Lassa fever,,,Diseases of the nervous system,
http://id.who.int/icd/entity/790719379,http://id.who.int/icd/entity/414337773,,,Encephalitis due to Lymphocytic choriomeningitis virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1280088084,http://id.who.int/icd/entity/956664712,,,Encephalitis due to Bunyaviridae,,,Diseases of the nervous system,
http://id.who.int/icd/entity/551542444,http://id.who.int/icd/entity/1280088084,,,Cache Valley encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/996160062,http://id.who.int/icd/entity/1280088084,,,Encephalitis due to Hantaan virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/390922194,http://id.who.int/icd/entity/1280088084,,,Jamestown canyon virus encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1501615629,http://id.who.int/icd/entity/1280088084,,,La Crosse encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/434364505,http://id.who.int/icd/entity/1280088084,,,Encephalitis due to Sin nombre virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1141003289,http://id.who.int/icd/entity/1280088084,,,Encephalitis due to Toscana virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/779141415,http://id.who.int/icd/entity/1280088084,,,Encephalitis due to Puumala virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/39587017,http://id.who.int/icd/entity/1280088084,,,Encephalitis due to Rift valley virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/693244560,http://id.who.int/icd/entity/1280088084,,,Oropouche virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/516524160,http://id.who.int/icd/entity/956664712,,,Encephalitis due to Enterovirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1789367554,http://id.who.int/icd/entity/516524160,,,"Enteroviral encephalitis, myelitis or encephalomyelitis",,,Diseases of the nervous system,
http://id.who.int/icd/entity/475798973,http://id.who.int/icd/entity/516524160,,,Encephalitis due to Parechovirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1054855128,http://id.who.int/icd/entity/516524160,,,Encephalitis due to Vilyuisk human encephalitis virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1779628674,http://id.who.int/icd/entity/516524160,,,Encephalitis due to poliovirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/317915704,http://id.who.int/icd/entity/516524160,,,Encephalitis due to Coxsackie virus group A or B,,,Diseases of the nervous system,
http://id.who.int/icd/entity/627057482,http://id.who.int/icd/entity/516524160,,,Encephalitis due to enterovirus types 68-71,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1353496166,http://id.who.int/icd/entity/516524160,,,Encephalitis due to echo virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/774338239,http://id.who.int/icd/entity/956664712,,,Encephalitis due to Filovirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/696598707,http://id.who.int/icd/entity/774338239,,,Marburg disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/510498140,http://id.who.int/icd/entity/696598707,,,Marburg virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/198979491,http://id.who.int/icd/entity/696598707,,,Atypical Marburg disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1517015847,http://id.who.int/icd/entity/774338239,,,Ebola disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1313688701,http://id.who.int/icd/entity/1517015847,,,Bundibugyo virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/792755706,http://id.who.int/icd/entity/1517015847,,,Ebola virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1352574583,http://id.who.int/icd/entity/1517015847,,,Sudan virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1950399694,http://id.who.int/icd/entity/1517015847,,,Atypical Ebola disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/816737725,http://id.who.int/icd/entity/1517015847,,,Reston virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/239620085,http://id.who.int/icd/entity/1517015847,,,Taï Forest virus disease,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2012489901,http://id.who.int/icd/entity/956664712,,,Encephalitis due to Flavivirus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1131319337,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Alfuy virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1564030661,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Kokobera virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1451123506,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Koutango virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1962783063,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Kunjin virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1248982672,http://id.who.int/icd/entity/2012489901,,,Kyasanur forest disease encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1993817372,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Louping ill virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2021139095,http://id.who.int/icd/entity/2012489901,,,Negishi virus encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1792583870,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Stratford virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1490123961,http://id.who.int/icd/entity/2012489901,,,Encephalitis due to Usutu virus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1659165624,http://id.who.int/icd/entity/2012489901,,,West Nile encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1352642742,http://id.who.int/icd/entity/2012489901,,,Far Eastern European encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1674038791,http://id.who.int/icd/entity/2012489901,,,Powassan encephalitis,,,Diseases of the nervous system,
