Mesh ID,Common name,Synonyms,Tree Number,Disease Class
D017029,"Epilepsy, Complex Partial","Epilepsy, Psychic Equivalent| Psychomotor Epilepsy| Epilepsy, Complex Partial| Partial Epilepsy, Complex| Complex Partial Seizure Disorder| Disorder, Complex Partial Seizures| Seizure Disorder, Complex Partial| Epilepsy, Psychomotor| Complex Partial Epilepsy| Psychic Equivalent Epilepsy",C10.228.140.490.360.260,Central Nervous System Diseases
D017034,"Epilepsy, Frontal Lobe","Frontal Lobe Epilepsy| Frontal Lobe Epilepsies| Epilepsy, Frontal Lobe",C10.228.140.490.493.188| C10.228.140.490.360.270,Central Nervous System Diseases
D017036,Epilepsia Partialis Continua,"Kojevnikov Epilepsy| Kojevnikov's Epilepsy| Epilepsy, Kojevnikov's| Epilepsia Partialis Continua| Kozhevnikov's Syndrome| Epilepsy, Kojewnikov's| Kozhevnikov Syndrome| Kojewnikow Syndrome| Kojewnikow's Syndrome| Kojewnikov Epilepsy| Kojewnikov's Epilepsy| Kojevnikov's Epilepsies| Epilepsies, Kojevnikov's",C10.597.742.785.260,Neurologic Manifestations
D017042,"Phenylketonuria, Maternal","PKU, Maternal| Maternal Phenylketonuria| Phenylalanine-Hydroxylase Deficiency Disease, Maternal| Phenylketonuria, Pregnancy in| Phenylketonuria, Maternal| Maternal Phenylalanine Hydroxylase Deficiency Disease| Pregnancy in Phenylketonuria| Phenylalanine Hydroxylase Deficiency Disease, Maternal",C10.228.140.163.100.687.500,Central Nervous System Diseases
D017096,Prion Diseases,"Encephalopathies, Transmissible Spongiform| Transmissible Spongiform Encephalopathy| Prion Disease| Prion-Associated Disorders| Dementia, Transmissible| Encephalopathy, Transmissible Spongiform| Prion-Induced Disorders| Spongiform Encephalopathy, Transmissible| Encephalopathies, Spongiform, Transmissible| Prion Diseases| Dementias, Transmissible| Transmissible Dementia| Spongiform Encephalopathies, Transmissible| Prion Protein Diseases| Transmissible Dementias| Disorder, Prion-Induced| Prion Induced Disorder| Disorders, Prion-Induced| Transmissible Spongiform Encephalopathies| Prion Protein Disease| Prion-Induced Disorder",C10.574.843| C10.228.228.800,Neurodegenerative Diseases
D017109,"Akathisia, Drug-Induced","Drug-Induced Akathisia| Akathisia, Drug Induced| Akathisia, Drug-Induced| Acathisia, Drug Induced| Acathisia, Drug-Induced| Drug-Induced Acathisia| Drug Induced Akathisia",C10.720.075| C10.228.662.037,Neurotoxicity Syndromes
D017204,Angelman Syndrome,"Angelman Syndrome| Syndrome, Angelman| Children, Puppet| Syndrome, Happy Puppet| Happy Puppet Syndrome| Puppet Children",C10.228.662.075,Central Nervous System Diseases
D017237,Mitochondrial Encephalomyopathies,"Mitochondrial Encephalomyopathy| Mitochondrial Encephalomyopathies| Encephalomyopathy, Mitochondrial| Encephalomyopathies, Mitochondrial",C10.668.491.500.500| C10.228.140.163.540,Neuromuscular Diseases
D017240,Mitochondrial Myopathies,"Myopathies, Mitochondrial| Mitochondrial Myopathy| Mitochondrial Myopathies",C10.668.491.500,Neuromuscular Diseases
D017241,MELAS Syndrome,"Mitochondrial Myopathy, Lactic Acidosis, Stroke-Like Episode| Myopathy, Mitochondrial-Encephalopathy-Lactic Acidosis-Stroke| MELAS| Mitochondrial Encephalomyopathy, Lactic Acidosis, and Stroke-Like Episodes| MELAS Syndrome| Syndrome, MELAS| Mitochondrial Myopathy, Encephalopathy, Lactic Acidosis, And Stroke-Like Episodes",C10.668.491.500.500.500| C10.228.140.163.100.535| C10.228.140.300.275.500,Neuromuscular Diseases
D017243,MERRF Syndrome,"MERRF Syndrome| Fukuhara Syndrome| Myoclonic Epilepsy and Ragged Red Fibers| Myoclonus with Epilepsy with Ragged Red Fibers| Syndrome, Fukuhara| Myoclonic Epilepsy Associated with Ragged-Red Fibers| Myoclonic Epilepsy with Ragged-Red Fibers| Myoencephalopathy Ragged-Red Fiber Disease| Myoclonic Epilepsy with Ragged Red Fibers| Fukuhara Disease| Myoencephalopathy Ragged Red Fiber Disease| Syndrome, MERRF| Myoclonic Epilepsy Associated with Ragged Red Fibers| MERRF",C10.668.491.500.500.550| C10.228.140.163.100.545| C10.228.140.490.493.063.650.700| C10.228.140.490.375.130.650.700,Neuromuscular Diseases
D017246,"Ophthalmoplegia, Chronic Progressive External","Myopathy, Mitochondrial Ocular| Ophthalmoplegia, Progressive External| Graefe Disease| Ocular Myopathy of Von Graefe-Fuchs| External Ophthalmoplegia, Progressive| Muscular Dystrophy, Ocular| Dystrophy, Ocular Muscular| Ocular Myopathy, Mitochondrial| CPEO| Muscular Dystrophies, Ocular| Ocular Muscular Dystrophy| Progressive External Ophthalmoplegia| Ophthalmoplegia, Chronic Progressive External| Graefe's Disease| Ocular Myopathy of Von Graefe Fuchs| Mitochondrial Ocular Myopathy| Ocular Muscular Dystrophies| Chronic Progressive External Ophthalmoplegia| Disease, Graefe",C10.597.622.447.511| C10.668.491.500.700| C10.292.562.750.250,Neurologic Manifestations
D017253,Neurofibromatoses,"Neurofibromatosis| Neurofibromas, Multiple| Neurofibromatoses| Neurofibromatosis Syndrome| Syndrome, Neurofibromatosis| Multiple Neurofibroma| Multiple Neurofibromas| Neurofibroma, Multiple| Syndromes, Neurofibromatosis| Neurofibromatosis Syndromes",C10.562.600| C10.574.500.549,Neurocutaneous Syndromes
D017285,Polymyositis,"Myositides, Multiple| Polymyositis| Myositis, Multiple| Multiple Myositis| Polymyositides",C10.668.491.562.575,Neuromuscular Diseases
D017590,"Myelinolysis, Central Pontine","Central Pontine Myelinoclasis| Central Pontine Myelinolysis| Pontine Myelinolysis, Central| Myelinolysis, Central Pontine| Myelinoclasis, Central Pontine",C10.314.500| C10.228.140.163.560,Demyelinating Diseases
D017593,Kleine-Levin Syndrome,"Syndrome, Kleine-Levin-Critchley| Kleine Levin Syndrome| Hypersomnia, Periodic| Syndrome, Kleine-Levin Hibernation| Kleine Levin Hibernation Syndrome| Syndrome, Kleine-Levin| Kleine Levin Critchley Syndrome| Hibernation Syndrome, Kleine-Levin| Kleine-Levin-Critchley Syndrome| Periodic Hypersomnias| Kleine-Levin Syndrome| Periodic Hypersomnia| Kleine-Levin Hibernation Syndrome",C10.886.425.800.200.500,Sleep Wake Disorders
D017624,WAGR Syndrome,"Syndrome, WAGR| Wilms Tumor-Aniridia-Genitourinary Anomalies-MR Syndrome| 11p Partial Monosomy Syndrome| Contiguous Gene Syndrome, WAGR| Wilms Tumor-Aniridia-Genital Anomalies-Retardation Syndrome| WAGR Complices| Complex, WAGR| WAGR Syndromes| Chromosome 11p13 Deletion Syndrome| Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation Syndrome| WAGR Contiguous Gene Syndrome| WAGR Syndrome| Wilms Tumor-Aniridia-Gonadoblastoma-Mental Retardation Syndrome| WAGR Complex| Wilms Tumor, Aniridia, Genitourinary Anomalies, And Mental Retardation Syndrome",C10.597.606.360.969,Neurologic Manifestations
D017696,"Myopathies, Nemaline","Myopathy, Rod| Myopathy, Rod Body| Rod Myopathy| Myopathies, Rod| Myopathies, Nemaline| Nemaline Myopathies| Rod-Body Myopathies| Nemaline Rod Disease| Myopathy, Nemaline| Rod Body Myopathy| Nemaline Body Disease| Myopathies, Rod-Body| Rod Myopathies| Rod Body Disease| Rod-Body Myopathy| Myopathy, Rod-Body| Nemaline Myopathy",C10.668.491.550.290,Neuromuscular Diseases
D017769,Ulnar Nerve Compression Syndromes,"Compression, Ulnar Nerve| Nerve Compression, Ulnar| Ulnar Nerve Compressions| Ulnar Nerve Compression| Ulnar Nerve Compression Syndromes",C10.668.829.500.850.600| C10.668.829.550.925,Neuromuscular Diseases
D017772,Amyloid Neuropathies,"Neuropathy, Amyloid| Amyloid Polyneuropathies| Amyloid Polyneuropathy| Neuropathies, Amyloid| Polyneuropathy, Amyloid| Amyloid Neuropathy| Amyloid Neuropathies| Polyneuropathies, Amyloid",C10.668.829.050,Neuromuscular Diseases
D017825,Canavan Disease,"Syndrome, Van Bogaert-Bertrand| Canavan van Bogaert Bertrand Disease| Spongiform Leukodystrophy| Disease, Canavan| Spongy Degeneration of White Matter In Infancy| Disease, Canavan-van Bogaert-Bertrand| Spongy Disease of White Matter| Spongy Degeneration Of Central Nervous System| Van Bogaert-Bertrand Syndrome| Spongy Degeneration of Infancy| Spongy Degeneration of the Brain| Disease, Von Bogaert-Bertrand| Canavan Disease| Von Bogaert-Bertrand Disease| Spongy Degeneration of the Central Nervous System| Van Bogaert Bertrand Syndrome| Canavan-van Bogaert-Bertrand Disease| Leukodystrophy, Spongiform| Von Bogaert Bertrand Disease| Spongy Disease of Central Nervous System",C10.314.400.375| C10.228.140.695.625.375| C10.574.500.300| C10.228.140.163.100.362.375,Demyelinating Diseases
D017827,Machado-Joseph Disease,"Striatonigral Degeneration, Autosomal Dominant| Spinocerebellar Ataxia Type 3| Ataxia 3, Spinocerebellar| Azorean Disease| Degeneration, Nigrospinodentatal| Disease, Machado-Joseph| Type 3 Spinocerebellar Ataxia| Ataxia 3s, Spinocerebellar| Machado Joseph Disease| Spinocerebellar Ataxia 3| Disease, Azorean Neurologic| Nervous System Azorean Disease| Degenerations, Nigrospinodentatal| III, Spinocerebellar Atrophy| Disease, Azorean| Spinocerebellar Ataxia 3s| Disease, Joseph| Azorean Disease, Nervous System| Spinocerebellar Atrophy IIIs| Disease, Machado-Joseph Azorean| Spinocerebellar Atrophy Type 3| Spinocerebellar Atrophy III| Disease, Azorean (Machado-Joseph)| Nigrospinodentatal Degeneration| Neurologic Disease, Azorean| Machado-Joseph Disease| 3s, Spinocerebellar Ataxia| Azorean Disease (Machado-Joseph)| Atrophy III, Spinocerebellar| Nigrospinodentatal Degenerations| Joseph Disease| Disease, Joseph Azorean| Spinocerebellar Ataxia-3| Azorean Neurologic Disease| Azorean Ataxia| Autosomal Dominant Striatonigral Degeneration| Azorean Disease (Machado Joseph)| Joseph Azorean Disease| Machado-Joseph Azorean Disease| Atrophy IIIs, Spinocerebellar| Machado Joseph Azorean Disease",C10.574.500.825.700.500| C10.597.350.090.500.530.530| C10.228.140.252.190.530.530| C10.228.854.787.875.500| C10.228.140.252.700.700.500,Neurodegenerative Diseases
D018304,"Esthesioneuroblastoma, Olfactory","Aesthesioneuroblastomas| Aesthesioneuroblastoma| Neuroblastoma, Olfactory| Esthesioneuroblastoma, Paranasal Sinus Nasal Cavity| Olfactory Neuroblastomas| Paranasal Sinus Nasal Cavity Esthesioneuroblastoma| Olfactory Esthesioneuroblastoma| Esthesioneuroblastomas, Olfactory| Paranasal Sinus-Nasal Cavity Esthesioneuroblastoma| Esthesioneuroblastoma| Esthesioneuroblastomas| Esthesioneuroblastoma, Olfactory| Esthesioneuroblastoma, Paranasal Sinus-Nasal Cavity| Olfactory Neuroblastoma| Neuroblastomas, Olfactory| Olfactory Esthesioneuroblastomas",C10.292.650.200,Cranial Nerve Diseases
D018306,Neurocytoma,Neurocytoma| Neurocytomas,C10.228.140.211.692| C10.551.240.250.550,Central Nervous System Diseases
D018317,Nerve Sheath Neoplasms,"Nerve Sheath Tumors| Sheath Tumors, Nerve| Tumors, Nerve Sheath| Tumor, Nerve Sheath| Sheath Tumor, Nerve| Nerve Sheath Neoplasm| Nerve Sheath Neoplasms| Neoplasm, Nerve Sheath| Tumors of the Nerve Sheath| Neoplasms, Nerve Sheath| Nerve Sheath Tumor",C10.668.829.725.500| C10.551.775.500,Neuromuscular Diseases
D018318,"Neurofibroma, Plexiform","Plexiform Neuromas| Tumor Royale| Neurofibromas, Plexiform| Plexiform Neurofibroma| Plexiform Neuroma| Pachydermatocele| Plexiform Neurofibromas| Elephantiasis Neuromatoses| Elephantiasis Neuromatosis| Neuromas, Plexiform| Neuroma, Plexiform| Pachydermatoceles| Neurofibroma, Plexiform",C10.551.775.500.750.500| C10.668.829.725.500.600.500,Nervous System Neoplasms
D018319,Neurofibrosarcoma,"Neurogenic Sarcoma| Neurofibrosarcomas| Sarcoma, Neurogenic| Neurogenic Sarcomas| Sarcomas, Neurogenic| Neurofibrosarcoma",C10.551.775.500.750.750| C10.668.829.725.500.600.600,Nervous System Neoplasms
D018437,Brown-Sequard Syndrome,"Syndrome, Brown-Sequard's| Syndrome, Hemispinal Cord| Brown-Sequard Disease| Brown-Sequard's Disease| Syndrome, Brown-Sequard| Brown Sequard's Disease| Brown-Sequard Syndrome| Hemispinal Cord Syndromes| Brown-Sequards Disease| Hemicord Syndrome| Hemiparaplegic Syndromes| Hemispinal Cord Syndrome| Brown-Sequards Syndrome| Brown Sequard Disease| Brown-Sequard's Syndrome| Syndromes, Hemicord| Hemiparaplegic Syndrome| Syndrome, Hemiparaplegic| Brown Sequard's Syndrome| Hemicord Syndromes| Syndrome, Hemicord| Syndromes, Hemiparaplegic| Brown Sequard Syndrome| Syndromes, Hemispinal Cord",C10.597.622.669.300,Neurologic Manifestations
D018458,Persistent Vegetative State,"Persistent Vegetative States| Unawareness States, Persistent| State, Persistent Unawareness| State, Persistent Vegetative| Unawareness State, Persistent| Persistent Vegetative State| States, Persistent Vegetative| Vegetative State, Persistent| Persistent Unawareness States| States, Persistent Unawareness| PVS (Persistent Vegetative State)| Vegetative States, Persistent| Persistent Unawareness State| PVSs (Persistent Vegetative State)",C10.597.606.358.800.400| C10.228.140.140.627,Neurologic Manifestations
D018476,Hypokinesia,Hypokinesia,C10.597.350.400,Neurologic Manifestations
D018781,Tension-Type Headache,"Headaches, Stress| Tension Type Headache| Headache, Stress| Idiopathic Headaches| Psychogenic Headache| Headache, Tension| Stress Headache| Tension-Type Headaches| Headache, Tension-Type| Tension-Type Headache| Tension Headache| Stress Headaches| Headaches, Psychogenic| Tension Headaches| Psychogenic Headaches| Headaches, Tension| Headache, Psychogenic| Idiopathic Headache| Headache, Idiopathic| Headaches, Idiopathic| Headaches, Tension-Type",C10.228.140.546.399.875,Central Nervous System Diseases
D018792,"Encephalitis, Viral","Encephalitis, Viral| Viral Infectious Encephalomyelitis| Encephalomyelitis, Infectious, Viral| Encephalomyelitis, Viral Infectious| Infectious Encephalomyelitis, Viral| Viral Encephalitis",C10.228.228.245.340| C10.228.140.430.520.750| C10.228.228.399.750,Central Nervous System Diseases
D018860,Sneddon Syndrome,"Syndrome, Sneddon| Livedo Reticularis, Systemic Involvement| Sneddon Syndrome| Sneddon-Champion Syndrome| Livedo Reticularis And Cerebrovascular Accidents| Sneddon Champion Syndrome| Syndrome, Sneddon-Champion",C10.228.140.300.750,Central Nervous System Diseases
D018887,Landau-Kleffner Syndrome,"Aphasia, Acquired, With Convulsive Disorder| Landau-Kleffner Syndrome| Aphasia, Epileptic, Acquired| Syndrome, Landau-Kleffner| Acquired Epileptic Aphasia| Epileptic Aphasias, Acquired| Acquired Epileptic Aphasias| Landau Kleffner Acquired Epileptiform Aphasia| Epileptic Aphasia, Acquired| Acquired Aphasia with Convulsive Disorder| Landau-Kleffner Acquired Epileptiform Aphasia| Epileptiform Aphasias, Acquired| Acquired Childhoood Aphasia with Convulsive Disorder| Epileptiform Aphasia, Acquired| Landau Kleffner Syndrome| Acquired Epileptiform Aphasia| Aphasia, Acquired Epileptic| Acquired Epileptiform Aphasias",C10.228.140.490.493.500,Central Nervous System Diseases
D018888,"Aphasia, Primary Progressive","Aphasias, Primary Progressive| Mesulam Syndrome| Progressive Aphasias, Primary| Primary Progressive Aphasia| Primary Progressive Aphasias| Progressive Aphasia, Primary| Syndrome, Mesulam| Mesulam's Syndrome| Syndrome, Mesulam's| Aphasia, Primary Progressive",C10.228.140.380.132,Central Nervous System Diseases
D018908,Muscle Weakness,"Muscular Weakness| Muscular Weaknesses| Weaknesses, Muscular| Muscle Weakness| Weakness, Muscular| Weakness, Muscle| Muscle Weaknesses| Weaknesses, Muscle",C10.597.613.593,Neurologic Manifestations
D018917,"Optic Neuropathy, Ischemic","Neuropathy, Optic Ischemic| Ischemic Neuropathy, Optic| Ischemic Optic Neuropathy| Optic Ischaemic Neuropathies| Neuropathy, Optic Ischaemic| Ischemic Optic Neuropathies| Optic Ischemic Neuropathy| Optic Ischaemic Neuropathy| Ischemia, Optic Nerve| Nerve Ischemia, Optic| Ischaemic Neuropathy, Optic| Neuropathy, Ischemic Optic| Optic Ischemic Neuropathies| Optic Neuropathy, Ischemic| Optic Nerve Ischemia| Optic Nerve Ischemias",C10.292.700.600,Cranial Nerve Diseases
D018979,"Myositis, Inclusion Body","Inclusion Body Myositis| Myositis, Inclusion Body| Inclusion Body Myositides| Myositides, Inclusion Body",C10.668.491.562.500,Neuromuscular Diseases
D018980,Williams Syndrome,"Aortic Stenoses, Hypercalcemia-Supravalvar| Beuren Syndrome| Hypercalcemia-Supravalvar Aortic Stenosis| Williams Contiguous Gene Syndrome| Syndrome, Beuren| Stenosis, Hypercalcemia-Supravalvar Aortic| Contiguous Gene Syndrome, Williams| Supravalvar Aortic Stenosis Syndrome| Syndrome, Williams-Beuren| Hypercalcemia Supravalvar Aortic Stenosis| Stenoses, Hypercalcemia-Supravalvar Aortic| Hypercalcemia-Supravalvar Aortic Stenoses| Williams-Beuren Syndrome| Chromosome 7q11.23 Deletion Syndrome| Aortic Stenosis, Hypercalcemia-Supravalvar| Williams Beuren Syndrome| Williams Syndrome| Syndrome, Williams",C10.597.606.360.970,Neurologic Manifestations
D019150,Neuroaxonal Dystrophies,"Neuroaxonal Dystrophies| Neuroaxonal Dystrophy| NBIA2A| Dystrophy, Neuroaxonal",C10.228.140.744,Central Nervous System Diseases
D019305,"Epilepsy, Rolandic","Rolandic Epilepsy| Epilepsy, Rolands| Epilepsy, Rolandic| Rolands Epilepsy| Epilepsy, Sylvian| Sylvian Epilepsy| Epilepsies, Rolandic| Rolandic Epilepsies",C10.228.140.490.493.250| C10.228.140.490.360.280,Central Nervous System Diseases
D019462,"Syncope, Vasovagal","Faints, Neurally Mediated| Syncopes, Vasovagal| Neurocardiogenic Syncope| Syncope, Neurocardiogenic| Syncope, Vasodepressor| Syncope, Vasovagal| Syncopes, Neurogenic| Vasovagal Syncopes| Vasodepressor Syncopes| Neurally Mediated Faint| Syncope, Vasovagal, Neurally-Mediated| Syncopes, Vasodepressor| Syncopes, Neurocardiogenic| Neurogenic Syncopes| Neurally Mediated Faints| Neurocardiogenic Syncopes| Vasodepressor Syncope| Faint, Neurally Mediated| Syncope, Neurogenic| Vasovagal Syncope| Neurogenic Syncope",C10.177.575.600.800| C10.597.606.358.800.600.500,Autonomic Nervous System Diseases
D019569,Hemifacial Spasm,"Spasm, Hemifacial| Spasm, Unilateral Facial| Facial Spasm, Unilateral| Hemifacial Spasm| Unilateral Facial Spasms| Hemifacial Spasms| Spasms, Unilateral Facial| Facial Spasms, Unilateral| Spasms, Hemifacial| Unilateral Facial Spasm",C10.597.613.750.400,Neurologic Manifestations
D019574,Optic Nerve Neoplasms,"Optic Nerve Neoplasms| Neoplasms, Optic Nerve| Neoplasm, Optic Nerve| Optic Nerve Neoplasm",C10.551.775.250.500| C10.551.360.500| C10.292.700.500| C10.292.225.800,Nervous System Neoplasms
D019575,"Blindness, Cortical","Cortical Blindness| Blindness, Cortical",C10.597.751.941.162.250,Neurologic Manifestations
D019578,Multiple System Atrophy,"Multisystem Atrophies| Multiple System Atrophies| Multisystemic Atrophies| Multiple System Atrophy| Atrophy, Multiple System| Atrophies, Multisystem| Multisystem Atrophy| Atrophy, Multisystem| Multiple System Atrophy Syndrome| Atrophy, Multisystemic| Atrophies, Multisystemic| Multisystemic Atrophy",C10.228.662.550| C10.177.575.550| C10.228.140.079.612,Central Nervous System Diseases
D019585,Intracranial Hypotension,"Intracranial Hypotension| Hypotension, Intracranial",C10.228.140.638,Central Nervous System Diseases
D019586,Intracranial Hypertension,"ICP (Intracranial Pressure) Elevation| Pressure, Elevated Intracranial| Intracranial Pressure, Elevated| ICP, Elevated (Intracranial Pressure)| ICP (Intracranial Pressure) Increase| Elevated ICP (Intracranial Pressure)| Intracranial Hypertension| Pressure Increase, Intracranial| Elevated Intracranial Pressure| Hypertension, Intracranial| Intracranial Pressure Increase",C10.228.140.631,Central Nervous System Diseases
